380.00,1.743124e-02,1.744614e-02,1.744665e-02,1.743660e-02,1.741783e-02,1.743893e-02,1.734897e-02,1.750902e-02,1.743388e-02,1.741098e-02,1.745095e-02,1.743105e-02,1.740889e-02,1.749500e-02,1.745366e-02,1.748496e-02,1.748016e-02,1.749927e-02,1.744127e-02,1.746942e-02,1.747705e-02,1.752117e-02,1.751519e-02,1.744455e-02,1.751639e-02,1.749408e-02,1.743245e-02,1.754087e-02,1.748068e-02,1.756256e-02,1.751362e-02,1.751079e-02,1.749669e-02,1.752536e-02,1.751970e-02,1.754785e-02,1.744981e-02,1.746606e-02,1.751849e-02,1.751791e-02,1.755856e-02,1.754514e-02,1.749594e-02,1.752440e-02,1.759393e-02,1.748674e-02,1.755422e-02,1.752800e-02,1.753128e-02,1.761185e-02
381.00,1.513211e-02,1.518424e-02,1.518233e-02,1.511186e-02,1.512504e-02,1.518609e-02,1.521556e-02,1.516970e-02,1.515886e-02,1.516284e-02,1.511031e-02,1.514163e-02,1.516230e-02,1.512709e-02,1.516871e-02,1.518484e-02,1.515846e-02,1.516056e-02,1.522188e-02,1.524088e-02,1.519471e-02,1.517560e-02,1.516519e-02,1.517151e-02,1.514734e-02,1.518069e-02,1.517519e-02,1.520157e-02,1.520332e-02,1.522800e-02,1.516095e-02,1.522183e-02,1.526438e-02,1.522196e-02,1.519279e-02,1.520833e-02,1.520903e-02,1.522253e-02,1.523077e-02,1.523533e-02,1.525110e-02,1.529914e-02,1.519053e-02,1.518913e-02,1.521075e-02,1.520891e-02,1.523184e-02,1.523321e-02,1.527607e-02,1.523183e-02
382.00,1.328313e-02,1.336510e-02,1.334855e-02,1.331173e-02,1.333438e-02,1.337829e-02,1.336966e-02,1.334872e-02,1.332817e-02,1.334976e-02,1.331200e-02,1.332855e-02,1.333121e-02,1.334892e-02,1.337299e-02,1.332286e-02,1.335798e-02,1.331647e-02,1.336745e-02,1.339720e-02,1.335070e-02,1.340616e-02,1.336453e-02,1.340790e-02,1.335288e-02,1.337622e-02,1.331882e-02,1.336088e-02,1.334318e-02,1.340236e-02,1.334481e-02,1.343321e-02,1.338857e-02,1.340466e-02,1.334822e-02,1.340595e-02,1.336628e-02,1.338247e-02,1.338448e-02,1.338156e-02,1.340229e-02,1.338523e-02,1.336713e-02,1.337343e-02,1.341561e-02,1.336380e-02,1.342205e-02,1.338791e-02,1.338213e-02,1.338117e-02
383.00,1.177521e-02,1.181408e-02,1.180031e-02,1.176977e-02,1.176897e-02,1.181047e-02,1.178540e-02,1.181491e-02,1.176926e-02,1.176622e-02,1.176987e-02,1.179888e-02,1.179803e-02,1.182409e-02,1.182929e-02,1.176274e-02,1.180749e-02,1.176889e-02,1.178473e-02,1.183425e-02,1.177834e-02,1.186319e-02,1.181196e-02,1.186771e-02,1.179261e-02,1.178108e-02,1.175225e-02,1.178638e-02,1.180855e-02,1.183731e-02,1.180000e-02,1.185792e-02,1.180539e-02,1.184500e-02,1.181824e-02,1.184772e-02,1.181373e-02,1.179901e-02,1.181923e-02,1.183727e-02,1.182761e-02,1.178720e-02,1.179674e-02,1.183395e-02,1.183170e-02,1.184567e-02,1.184742e-02,1.182811e-02,1.184769e-02,1.181985e-02
384.00,1.046260e-02,1.044293e-02,1.045657e-02,1.041382e-02,1.039718e-02,1.044268e-02,1.043248e-02,1.048143e-02,1.042140e-02,1.041062e-02,1.042504e-02,1.046786e-02,1.046596e-02,1.047240e-02,1.047166e-02,1.043035e-02,1.043434e-02,1.043818e-02,1.042733e-02,1.047902e-02,1.044070e-02,1.047796e-02,1.046191e-02,1.049687e-02,1.042490e-02,1.041802e-02,1.044029e-02,1.043805e-02,1.049133e-02,1.046263e-02,1.045696e-02,1.048130e-02,1.045525e-02,1.047643e-02,1.048150e-02,1.045953e-02,1.047493e-02,1.043663e-02,1.045827e-02,1.050439e-02,1.046637e-02,1.044763e-02,1.046373e-02,1.048479e-02,1.046089e-02,1.050471e-02,1.047742e-02,1.048556e-02,1.054032e-02,1.048002e-02
385.00,9.235672e-03,9.208404e-03,9.254975e-03,9.216411e-03,9.214034e-03,9.250898e-03,9.262333e-03,9.288843e-03,9.238617e-03,9.274025e-03,9.251146e-03,9.279396e-03,9.260244e-03,9.264017e-03,9.271361e-03,9.258979e-03,9.218931e-03,9.268796e-03,9.251113e-03,9.271128e-03,9.296764e-03,9.244833e-03,9.293234e-03,9.281349e-03,9.245902e-03,9.301273e-03,9.319309e-03,9.279260e-03,9.294778e-03,9.249019e-03,9.277851e-03,9.305481e-03,9.272593e-03,9.259334e-03,9.255438e-03,9.226477e-03,9.280799e-03,9.266180e-03,9.246225e-03,9.303620e-03,9.278020e-03,9.289401e-03,9.342975e-03,9.272187e-03,9.318231e-03,9.238965e-03,9.300900e-03,9.310162e-03,9.326096e-03,9.309950e-03
386.00,8.197747e-03,8.218465e-03,8.202060e-03,8.217783e-03,8.172556e-03,8.189933e-03,8.208680e-03,8.217314e-03,8.193192e-03,8.211029e-03,8.217741e-03,8.250100e-03,8.220598e-03,8.206423e-03,8.255272e-03,8.213431e-03,8.237517e-03,8.257040e-03,8.235170e-03,8.221162e-03,8.240803e-03,8.224440e-03,8.227364e-03,8.221846e-03,8.212360e-03,8.212778e-03,8.209831e-03,8.186993e-03,8.226599e-03,8.233334e-03,8.243374e-03,8.231008e-03,8.216674e-03,8.176104e-03,8.216559e-03,8.236286e-03,8.213733e-03,8.247182e-03,8.192145e-03,8.259845e-03,8.253456e-03,8.247489e-03,8.258578e-03,8.187867e-03,8.223685e-03,8.207713e-03,8.237180e-03,8.297813e-03,8.214364e-03,8.236710e-03
387.00,7.318586e-03,7.318005e-03,7.312706e-03,7.305842e-03,7.293974e-03,7.307046e-03,7.326611e-03,7.270625e-03,7.309074e-03,7.327063e-03,7.315726e-03,7.342401e-03,7.330024e-03,7.311154e-03,7.380020e-03,7.314593e-03,7.321494e-03,7.335599e-03,7.331798e-03,7.309881e-03,7.345348e-03,7.310889e-03,7.318771e-03,7.303049e-03,7.323600e-03,7.298584e-03,7.320854e-03,7.276443e-03,7.325261e-03,7.327564e-03,7.322295e-03,7.317496e-03,7.310762e-03,7.311932e-03,7.334583e-03,7.329938e-03,7.328682e-03,7.362048e-03,7.344102e-03,7.343587e-03,7.305792e-03,7.332039e-03,7.346309e-03,7.352663e-03,7.329988e-03,7.316201e-03,7.362515e-03,7.356702e-03,7.309954e-03,7.351647e-03
388.00,6.535485e-03,6.472967e-03,6.528074e-03,6.530012e-03,6.503290e-03,6.527052e-03,6.542895e-03,6.480849e-03,6.508946e-03,6.508432e-03,6.500986e-03,6.538418e-03,6.512078e-03,6.506085e-03,6.525636e-03,6.512858e-03,6.516235e-03,6.533011e-03,6.495874e-03,6.507641e-03,6.514210e-03,6.507375e-03,6.531899e-03,6.496212e-03,6.521145e-03,6.505357e-03,6.530929e-03,6.474447e-03,6.539292e-03,6.521580e-03,6.522921e-03,6.506377e-03,6.531286e-03,6.532364e-03,6.528152e-03,6.510383e-03,6.510385e-03,6.547319e-03,6.545958e-03,6.525527e-03,6.511771e-03,6.537773e-03,6.534046e-03,6.538257e-03,6.543713e-03,6.523764e-03,6.552238e-03,6.530868e-03,6.505957e-03,6.541496e-03
389.00,5.858511e-03,5.786575e-03,5.841255e-03,5.865563e-03,5.828580e-03,5.839714e-03,5.864563e-03,5.818053e-03,5.818279e-03,5.808294e-03,5.813024e-03,5.835103e-03,5.807945e-03,5.838864e-03,5.795958e-03,5.832920e-03,5.831214e-03,5.865518e-03,5.803642e-03,5.826653e-03,5.811633e-03,5.815622e-03,5.857989e-03,5.812057e-03,5.833752e-03,5.841814e-03,5.842349e-03,5.802136e-03,5.860165e-03,5.852303e-03,5.832310e-03,5.828287e-03,5.863362e-03,5.845130e-03,5.835286e-03,5.821267e-03,5.825803e-03,5.822042e-03,5.838293e-03,5.835522e-03,5.847319e-03,5.862403e-03,5.855777e-03,5.834202e-03,5.852597e-03,5.856013e-03,5.856134e-03,5.839167e-03,5.814784e-03,5.855528e-03
